pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 1,Dublin 2,04-01-2024 04:05,04-01-2024 04:07,04-01-2024 04:09,04-01-2024 04:09,0.93,4,Low,Bike
Dublin 12,Dublin 2,19-02-2024 15:58,19-02-2024 16:00,19-02-2024 16:18,19-02-2024 16:17,5.42,5,High,Bike
Dublin 2,Dublin 15,28-01-2024 04:52,28-01-2024 05:02,28-01-2024 05:28,28-01-2024 05:30,10.72,3,Medium,Bike
Dublin 11,Dublin 9,04-01-2024 15:02,04-01-2024 15:17,04-01-2024 15:28,04-01-2024 15:28,3.02,0,Medium,Bike
Dublin 15,Dublin 6,22-02-2024 19:08,22-02-2024 19:15,22-02-2024 19:59,22-02-2024 20:11,12.24,4,Medium,Car
Dublin 12,Dublin 2,14-02-2024 07:11,14-02-2024 07:12,14-02-2024 07:26,14-02-2024 07:28,6,3,Medium,Car
Dublin 4,Dublin 15,19-01-2024 21:39,19-01-2024 21:51,19-01-2024 22:12,19-01-2024 22:14,13.01,4,Low,Van
Dublin 14,Dublin 9,02-01-2024 21:43,02-01-2024 21:51,02-01-2024 22:15,02-01-2024 22:15,8.17,2,High,Car
Dublin 2,Dublin 4,24-02-2024 03:02,24-02-2024 03:06,24-02-2024 03:12,24-02-2024 03:11,2.32,4,Low,Car
Dublin 8,Dublin 15,02-02-2024 11:10,02-02-2024 11:13,02-02-2024 11:58,02-02-2024 12:00,9.27,3,High,Van
Dublin 8,Dublin 1,06-01-2024 01:56,06-01-2024 02:10,06-01-2024 02:13,06-01-2024 02:13,2.02,5,Low,Bike
Dublin 12,Dublin 9,17-02-2024 20:39,17-02-2024 20:48,17-02-2024 21:19,17-02-2024 21:16,9.11,1,Medium,Car
Dublin 14,Dublin 1,05-02-2024 17:02,05-02-2024 17:09,05-02-2024 17:18,05-02-2024 17:17,5.24,7,Low,Van
Dublin 4,Dublin 11,13-01-2024 06:50,13-01-2024 07:02,13-01-2024 07:20,13-01-2024 07:22,7.49,4,Low,Bike
Dublin 11,Dublin 15,04-02-2024 01:35,04-02-2024 01:37,04-02-2024 01:54,04-02-2024 01:52,6.33,5,Medium,Bike
Dublin 2,Dublin 14,09-02-2024 14:53,09-02-2024 14:54,09-02-2024 15:13,09-02-2024 15:11,3.87,2,High,Bike
Dublin 2,Dublin 4,29-02-2024 01:10,29-02-2024 01:23,29-02-2024 01:27,29-02-2024 01:27,2.22,3,Low,Van
Dublin 6,Dublin 1,17-01-2024 21:49,17-01-2024 21:55,17-01-2024 22:01,17-01-2024 22:03,3.11,3,Medium,Car
Dublin 12,Dublin 15,13-01-2024 16:20,13-01-2024 16:21,13-01-2024 16:52,13-01-2024 16:51,9.24,6,Medium,Bike
Dublin 8,Dublin 9,24-02-2024 22:47,24-02-2024 22:54,24-02-2024 23:06,24-02-2024 23:06,5.04,3,Medium,Car
Dublin 2,Dublin 1,23-02-2024 08:52,23-02-2024 09:04,23-02-2024 09:10,23-02-2024 09:10,1.75,4,Medium,Car
Dublin 14,Dublin 1,27-01-2024 13:35,27-01-2024 13:41,27-01-2024 13:56,27-01-2024 13:57,5.95,4,Low,Bike
Dublin 1,Dublin 6,08-02-2024 18:17,08-02-2024 18:18,08-02-2024 18:29,08-02-2024 18:27,3.82,2,Medium,Bike
Dublin 2,Dublin 14,02-01-2024 13:07,02-01-2024 13:12,02-01-2024 13:20,02-01-2024 13:21,4.63,4,Low,Car
Dublin 1,Dublin 14,08-01-2024 04:39,08-01-2024 04:51,08-01-2024 05:03,08-01-2024 05:04,5.75,4,Medium,Bike
Dublin 14,Dublin 6,26-01-2024 04:45,26-01-2024 04:52,26-01-2024 05:02,26-01-2024 05:03,3.21,5,Medium,Car
Dublin 9,Dublin 1,07-02-2024 02:25,07-02-2024 02:26,07-02-2024 02:33,07-02-2024 02:34,3.44,4,Medium,Car
Dublin 14,Dublin 1,08-02-2024 00:19,08-02-2024 00:33,08-02-2024 00:41,08-02-2024 00:39,5.38,2,Low,Bike
Dublin 11,Dublin 15,21-02-2024 01:52,21-02-2024 01:56,21-02-2024 02:11,21-02-2024 02:09,6.1,3,Medium,Van
Dublin 9,Dublin 15,29-02-2024 20:22,29-02-2024 20:23,29-02-2024 21:01,29-02-2024 21:05,11.03,3,Medium,Van
Dublin 2,Dublin 8,14-01-2024 08:33,14-01-2024 08:44,14-01-2024 08:50,14-01-2024 08:50,1.63,2,Medium,Car
Dublin 12,Dublin 11,17-01-2024 15:20,17-01-2024 15:26,17-01-2024 15:51,17-01-2024 15:54,8.24,3,High,Car
Dublin 8,Dublin 12,07-02-2024 07:26,07-02-2024 07:39,07-02-2024 07:51,07-02-2024 07:52,3.28,3,Medium,Car
Dublin 9,Dublin 6,05-01-2024 10:04,05-01-2024 10:06,05-01-2024 10:22,05-01-2024 10:20,7.56,0,Medium,Bike
Dublin 4,Dublin 14,27-02-2024 16:17,27-02-2024 16:24,27-02-2024 16:29,27-02-2024 16:29,3.19,1,Low,Car
Dublin 11,Dublin 14,30-01-2024 11:25,30-01-2024 11:35,30-01-2024 12:24,30-01-2024 12:25,10.88,4,High,Car
Dublin 11,Dublin 4,25-02-2024 17:50,25-02-2024 18:03,25-02-2024 18:26,25-02-2024 18:24,8.07,6,Medium,Bike
Dublin 11,Dublin 4,19-02-2024 11:57,19-02-2024 12:04,19-02-2024 12:24,19-02-2024 12:24,8.94,2,Medium,Bike
Dublin 14,Dublin 4,25-01-2024 21:58,25-01-2024 22:11,25-01-2024 22:18,25-01-2024 22:17,2.62,2,High,Car
Dublin 11,Dublin 12,29-02-2024 12:57,29-02-2024 12:58,29-02-2024 13:16,29-02-2024 13:17,8.11,4,Low,Bike
Dublin 12,Dublin 8,05-01-2024 09:52,05-01-2024 09:55,05-01-2024 10:03,05-01-2024 10:02,3.51,1,Low,Van
Dublin 4,Dublin 6,09-01-2024 05:28,09-01-2024 05:40,09-01-2024 05:50,09-01-2024 05:51,2.7,3,High,Bike
Dublin 6,Dublin 9,15-01-2024 02:40,15-01-2024 02:46,15-01-2024 03:08,15-01-2024 03:11,5.95,4,High,Bike
Dublin 14,Dublin 9,17-02-2024 21:22,17-02-2024 21:36,17-02-2024 21:55,17-02-2024 21:55,7.84,5,Medium,Van
Dublin 12,Dublin 4,11-01-2024 03:55,11-01-2024 04:01,11-01-2024 04:38,11-01-2024 04:34,7.61,4,High,Car
Dublin 1,Dublin 9,22-01-2024 01:20,22-01-2024 01:26,22-01-2024 01:38,22-01-2024 01:38,4.27,2,Low,Car
Dublin 14,Dublin 8,04-02-2024 03:28,04-02-2024 03:43,04-02-2024 03:56,04-02-2024 03:58,4.45,3,Medium,Van
Dublin 15,Dublin 6,27-01-2024 13:29,27-01-2024 13:40,27-01-2024 14:10,27-01-2024 14:09,11.59,3,Low,Car
Dublin 2,Dublin 1,25-02-2024 08:37,25-02-2024 08:39,25-02-2024 08:43,25-02-2024 08:43,1.47,8,High,Car
Dublin 8,Dublin 6,11-01-2024 06:07,11-01-2024 06:20,11-01-2024 06:28,11-01-2024 06:30,3.17,2,High,Car
Dublin 2,Dublin 8,04-01-2024 03:39,04-01-2024 03:52,04-01-2024 03:58,04-01-2024 03:58,2.2,2,High,Car
Dublin 6,Dublin 8,19-01-2024 05:59,19-01-2024 06:10,19-01-2024 06:21,19-01-2024 06:20,3.03,5,High,Van
Dublin 15,Dublin 14,15-01-2024 02:08,15-01-2024 02:20,15-01-2024 03:32,15-01-2024 03:39,14.77,9,High,Bike
Dublin 2,Dublin 11,18-02-2024 15:46,18-02-2024 15:49,18-02-2024 16:03,18-02-2024 16:02,5.69,4,Low,Car
Dublin 15,Dublin 14,08-01-2024 16:31,08-01-2024 16:40,08-01-2024 17:19,08-01-2024 17:23,13.1,2,Low,Bike
Dublin 15,Dublin 11,15-01-2024 00:59,15-01-2024 01:13,15-01-2024 01:27,15-01-2024 01:29,7.01,3,Medium,Bike
Dublin 12,Dublin 14,26-02-2024 10:52,26-02-2024 11:05,26-02-2024 11:24,26-02-2024 11:24,6.72,2,High,Car
Dublin 9,Dublin 14,13-02-2024 10:18,13-02-2024 10:26,13-02-2024 10:50,13-02-2024 10:55,8.4,2,High,Van
Dublin 4,Dublin 11,20-01-2024 17:45,20-01-2024 17:58,20-01-2024 18:17,20-01-2024 18:18,7.47,4,Medium,Van
Dublin 4,Dublin 6,15-02-2024 07:08,15-02-2024 07:22,15-02-2024 07:30,15-02-2024 07:30,2.54,3,Medium,Bike
Dublin 4,Dublin 9,19-01-2024 18:35,19-01-2024 18:41,19-01-2024 18:51,19-01-2024 18:53,6.58,3,Low,Van
Dublin 14,Dublin 4,20-02-2024 17:13,20-02-2024 17:14,20-02-2024 17:22,20-02-2024 17:22,4.09,2,Medium,Bike
Dublin 9,Dublin 6,20-02-2024 18:16,20-02-2024 18:28,20-02-2024 18:47,20-02-2024 18:44,7.28,4,Medium,Car
Dublin 1,Dublin 8,10-02-2024 12:12,10-02-2024 12:19,10-02-2024 12:26,10-02-2024 12:27,2.65,5,Medium,Bike
Dublin 1,Dublin 14,13-01-2024 00:43,13-01-2024 00:52,13-01-2024 01:07,13-01-2024 01:06,5.81,6,Medium,Bike
Dublin 14,Dublin 12,08-01-2024 12:38,08-01-2024 12:50,08-01-2024 13:12,08-01-2024 13:08,5.97,3,Medium,Car
Dublin 6,Dublin 2,20-01-2024 21:59,20-01-2024 22:11,20-01-2024 22:18,20-01-2024 22:17,2.17,5,High,Car
Dublin 2,Dublin 9,13-01-2024 17:40,13-01-2024 17:47,13-01-2024 17:57,13-01-2024 17:58,5.35,2,Low,Bike
Dublin 8,Dublin 2,24-01-2024 17:15,24-01-2024 17:28,24-01-2024 17:35,24-01-2024 17:34,1.72,2,High,Car
Dublin 2,Dublin 1,05-02-2024 14:55,05-02-2024 14:57,05-02-2024 14:59,05-02-2024 14:59,0.89,4,Low,Bike
Dublin 15,Dublin 11,29-01-2024 04:13,29-01-2024 04:19,29-01-2024 04:41,29-01-2024 04:43,7.53,4,Medium,Van
Dublin 6,Dublin 2,24-02-2024 12:08,24-02-2024 12:21,24-02-2024 12:27,24-02-2024 12:27,2.2,0,Medium,Van
Dublin 9,Dublin 6,22-01-2024 00:04,22-01-2024 00:18,22-01-2024 00:34,22-01-2024 00:35,6.81,2,Low,Car
Dublin 12,Dublin 4,26-02-2024 23:15,26-02-2024 23:22,26-02-2024 23:47,26-02-2024 23:44,7.06,4,High,Bike
Dublin 1,Dublin 6,27-02-2024 23:12,27-02-2024 23:17,27-02-2024 23:25,27-02-2024 23:26,3.63,3,Low,Car
Dublin 9,Dublin 14,02-02-2024 17:34,02-02-2024 17:48,02-02-2024 18:12,02-02-2024 18:11,8.54,2,Medium,Bike
Dublin 14,Dublin 2,13-02-2024 16:11,13-02-2024 16:20,13-02-2024 16:29,13-02-2024 16:28,4.37,2,Medium,Van
Dublin 4,Dublin 2,03-02-2024 16:19,03-02-2024 16:29,03-02-2024 16:37,03-02-2024 16:37,3.15,3,Medium,Bike
Dublin 12,Dublin 11,21-01-2024 07:42,21-01-2024 07:51,21-01-2024 08:03,21-01-2024 08:02,7.37,6,Low,Car
Dublin 1,Dublin 6,20-01-2024 20:20,20-01-2024 20:22,20-01-2024 20:32,20-01-2024 20:34,3.84,1,Low,Van
Dublin 9,Dublin 8,21-02-2024 00:14,21-02-2024 00:15,21-02-2024 00:34,21-02-2024 00:34,5.4,2,High,Bike
Dublin 6,Dublin 2,29-01-2024 18:00,29-01-2024 18:12,29-01-2024 18:18,29-01-2024 18:18,2.08,4,High,Van
Dublin 6,Dublin 11,20-02-2024 21:40,20-02-2024 21:48,20-02-2024 22:10,20-02-2024 22:10,8.43,4,Medium,Van
Dublin 8,Dublin 1,12-02-2024 02:47,12-02-2024 02:48,12-02-2024 02:52,12-02-2024 02:52,1.93,2,Low,Van
Dublin 9,Dublin 11,02-01-2024 11:21,02-01-2024 11:22,02-01-2024 11:32,02-01-2024 11:33,3.8,1,Medium,Van
Dublin 4,Dublin 14,15-01-2024 09:50,15-01-2024 09:52,15-01-2024 10:06,15-01-2024 10:07,3.22,1,High,Car
Dublin 14,Dublin 4,12-01-2024 08:09,12-01-2024 08:19,12-01-2024 08:32,12-01-2024 08:31,3.15,2,High,Van
Dublin 11,Dublin 14,16-01-2024 08:31,16-01-2024 08:39,16-01-2024 09:11,16-01-2024 09:12,10.48,3,Medium,Car
Dublin 11,Dublin 8,20-01-2024 22:45,20-01-2024 22:55,20-01-2024 23:04,20-01-2024 23:05,5.41,3,Low,Van
Dublin 9,Dublin 15,09-02-2024 13:17,09-02-2024 13:27,09-02-2024 13:44,09-02-2024 13:45,10.05,1,Low,Van
Dublin 11,Dublin 1,26-01-2024 04:44,26-01-2024 04:53,26-01-2024 05:09,26-01-2024 05:09,5.16,4,Medium,Bike
Dublin 8,Dublin 6,01-02-2024 06:51,01-02-2024 07:00,01-02-2024 07:12,01-02-2024 07:13,2.95,3,High,Van
Dublin 14,Dublin 2,11-01-2024 13:41,11-01-2024 13:50,11-01-2024 14:00,11-01-2024 13:59,5,2,Medium,Car
Dublin 9,Dublin 2,15-01-2024 08:27,15-01-2024 08:32,15-01-2024 08:46,15-01-2024 08:45,4.67,4,Low,Bike
Dublin 6,Dublin 12,21-02-2024 01:30,21-02-2024 01:41,21-02-2024 01:48,21-02-2024 01:48,4.3,4,Low,Bike
Dublin 14,Dublin 6,04-02-2024 13:57,04-02-2024 14:02,04-02-2024 14:09,04-02-2024 14:08,2.65,3,Medium,Bike
Dublin 11,Dublin 9,23-02-2024 01:41,23-02-2024 01:47,23-02-2024 01:57,23-02-2024 01:57,3.49,5,High,Van
Dublin 9,Dublin 15,24-01-2024 19:37,24-01-2024 19:40,24-01-2024 20:03,24-01-2024 20:01,9.55,5,Low,Car
Dublin 6,Dublin 2,20-01-2024 07:38,20-01-2024 07:51,20-01-2024 07:58,20-01-2024 07:59,1.7,3,High,Car
Dublin 9,Dublin 15,15-02-2024 12:43,15-02-2024 12:46,15-02-2024 13:12,15-02-2024 13:06,9.62,2,Medium,Car
Dublin 12,Dublin 9,22-02-2024 00:43,22-02-2024 00:47,22-02-2024 01:08,22-02-2024 01:08,8.46,7,Medium,Bike
Dublin 8,Dublin 2,14-02-2024 12:38,14-02-2024 12:43,14-02-2024 12:52,14-02-2024 12:52,1.88,2,High,Bike
Dublin 14,Dublin 1,20-02-2024 04:31,20-02-2024 04:42,20-02-2024 05:00,20-02-2024 05:01,5.9,1,Medium,Car
Dublin 12,Dublin 4,18-01-2024 19:24,18-01-2024 19:28,18-01-2024 19:57,18-01-2024 19:56,7.47,5,Medium,Van
Dublin 11,Dublin 2,03-02-2024 09:41,03-02-2024 09:55,03-02-2024 10:11,03-02-2024 10:10,5.8,0,Low,Bike
Dublin 15,Dublin 2,31-01-2024 18:18,31-01-2024 18:23,31-01-2024 19:07,31-01-2024 19:06,11.33,5,Medium,Bike
Dublin 6,Dublin 11,24-01-2024 04:34,24-01-2024 04:42,24-01-2024 05:01,24-01-2024 05:03,8.52,2,Medium,Bike
Dublin 15,Dublin 1,09-01-2024 06:07,09-01-2024 06:08,09-01-2024 06:42,09-01-2024 06:39,10.25,3,High,Bike
Dublin 11,Dublin 8,12-02-2024 05:28,12-02-2024 05:40,12-02-2024 05:57,12-02-2024 05:55,5.81,6,Medium,Car
Dublin 15,Dublin 2,01-02-2024 12:28,01-02-2024 12:43,01-02-2024 13:12,01-02-2024 13:12,11.44,1,Medium,Van
Dublin 11,Dublin 12,26-02-2024 03:19,26-02-2024 03:29,26-02-2024 03:48,26-02-2024 03:46,8.29,1,Medium,Bike
Dublin 4,Dublin 1,23-02-2024 11:50,23-02-2024 12:01,23-02-2024 12:16,23-02-2024 12:15,4.05,2,Medium,Bike
Dublin 6,Dublin 12,17-01-2024 19:50,17-01-2024 19:57,17-01-2024 20:05,17-01-2024 20:05,3.5,2,Medium,Bike
Dublin 14,Dublin 11,21-02-2024 23:58,22-02-2024 00:08,22-02-2024 00:44,22-02-2024 00:45,10.61,1,Medium,Bike
Dublin 9,Dublin 15,13-02-2024 00:29,13-02-2024 00:31,13-02-2024 00:53,13-02-2024 00:53,9.9,5,Medium,Bike
Dublin 12,Dublin 15,19-01-2024 03:00,19-01-2024 03:03,19-01-2024 03:28,19-01-2024 03:27,9.52,2,Medium,Bike
Dublin 2,Dublin 9,29-01-2024 09:23,29-01-2024 09:34,29-01-2024 09:45,29-01-2024 09:45,4.97,4,Medium,Car
Dublin 12,Dublin 6,27-02-2024 06:05,27-02-2024 06:18,27-02-2024 06:25,27-02-2024 06:25,3.99,1,Low,Car
Dublin 15,Dublin 11,16-02-2024 13:41,16-02-2024 13:47,16-02-2024 14:01,16-02-2024 14:02,5.61,3,Medium,Car
Dublin 14,Dublin 11,07-01-2024 01:16,07-01-2024 01:17,07-01-2024 01:54,07-01-2024 01:57,10.96,2,High,Car
Dublin 12,Dublin 6,01-02-2024 21:31,01-02-2024 21:40,01-02-2024 21:48,01-02-2024 21:49,4,2,Medium,Van
Dublin 15,Dublin 8,20-01-2024 16:17,20-01-2024 16:29,20-01-2024 16:55,20-01-2024 16:50,10.2,5,High,Car
Dublin 8,Dublin 12,05-01-2024 23:32,05-01-2024 23:35,05-01-2024 23:47,05-01-2024 23:46,3.55,5,Medium,Bike
Dublin 12,Dublin 11,02-02-2024 06:00,02-02-2024 06:10,02-02-2024 06:27,02-02-2024 06:28,8.1,4,Medium,Bike
Dublin 9,Dublin 14,10-02-2024 18:54,10-02-2024 19:05,10-02-2024 19:29,10-02-2024 19:30,8.5,8,Medium,Bike
Dublin 15,Dublin 8,10-02-2024 14:54,10-02-2024 15:06,10-02-2024 15:28,10-02-2024 15:32,9.78,3,Low,Car
Dublin 6,Dublin 8,10-02-2024 16:31,10-02-2024 16:46,10-02-2024 16:52,10-02-2024 16:51,2.45,6,Low,Bike
Dublin 4,Dublin 8,03-01-2024 11:22,03-01-2024 11:35,03-01-2024 11:46,03-01-2024 11:46,4.19,2,Medium,Bike
Dublin 1,Dublin 14,26-01-2024 04:08,26-01-2024 04:19,26-01-2024 04:39,26-01-2024 04:36,5.93,3,High,Bike
Dublin 6,Dublin 15,24-01-2024 21:08,24-01-2024 21:14,24-01-2024 22:02,24-01-2024 22:00,11.59,5,High,Van
Dublin 9,Dublin 8,20-02-2024 18:09,20-02-2024 18:23,20-02-2024 18:37,20-02-2024 18:36,5.03,3,High,Car
Dublin 1,Dublin 9,22-01-2024 05:30,22-01-2024 05:39,22-01-2024 05:45,22-01-2024 05:43,3.24,3,Low,Bike
Dublin 11,Dublin 15,18-01-2024 11:45,18-01-2024 11:48,18-01-2024 12:10,18-01-2024 12:08,6.18,3,Medium,Car
Dublin 11,Dublin 8,18-02-2024 02:34,18-02-2024 02:35,18-02-2024 02:52,18-02-2024 02:52,5.59,6,Medium,Car
Dublin 12,Dublin 6,12-02-2024 01:49,12-02-2024 01:53,12-02-2024 02:00,12-02-2024 02:01,4.27,2,Low,Bike
Dublin 9,Dublin 1,05-02-2024 11:56,05-02-2024 12:00,05-02-2024 12:07,05-02-2024 12:06,4.32,3,Low,Bike
Dublin 1,Dublin 9,10-01-2024 17:47,10-01-2024 17:48,10-01-2024 17:57,10-01-2024 17:57,3.49,2,High,Car
Dublin 14,Dublin 6,18-02-2024 20:16,18-02-2024 20:24,18-02-2024 20:32,18-02-2024 20:33,2.91,6,Medium,Bike
Dublin 8,Dublin 11,12-02-2024 20:47,12-02-2024 20:52,12-02-2024 21:09,12-02-2024 21:10,5.45,2,Medium,Van
Dublin 11,Dublin 1,23-01-2024 20:58,23-01-2024 21:02,23-01-2024 21:15,23-01-2024 21:13,4.92,2,High,Van
Dublin 6,Dublin 15,26-02-2024 16:56,26-02-2024 17:04,26-02-2024 17:31,26-02-2024 17:29,11.81,4,Low,Bike
Dublin 1,Dublin 15,27-01-2024 03:42,27-01-2024 03:56,27-01-2024 04:45,27-01-2024 04:45,10.04,2,High,Bike
Dublin 4,Dublin 12,10-02-2024 00:55,10-02-2024 00:56,10-02-2024 01:12,10-02-2024 01:12,6.26,4,Medium,Car
Dublin 15,Dublin 9,11-01-2024 19:11,11-01-2024 19:18,11-01-2024 19:38,11-01-2024 19:40,10.13,4,Low,Car
Dublin 12,Dublin 15,28-02-2024 00:39,28-02-2024 00:47,28-02-2024 01:11,28-02-2024 01:13,9.52,1,Low,Bike
Dublin 1,Dublin 11,09-01-2024 06:28,09-01-2024 06:33,09-01-2024 06:40,09-01-2024 06:42,4.66,3,Low,Car
Dublin 9,Dublin 8,13-02-2024 09:24,13-02-2024 09:33,13-02-2024 09:45,13-02-2024 09:43,5.53,2,Medium,Bike
Dublin 9,Dublin 4,07-02-2024 15:25,07-02-2024 15:26,07-02-2024 15:37,07-02-2024 15:37,5.15,3,Low,Car
Dublin 14,Dublin 12,31-01-2024 17:53,31-01-2024 18:00,31-01-2024 18:18,31-01-2024 18:19,4.89,1,Medium,Bike
Dublin 14,Dublin 2,15-01-2024 21:21,15-01-2024 21:31,15-01-2024 21:39,15-01-2024 21:41,5.29,6,Low,Bike
Dublin 2,Dublin 6,22-02-2024 05:09,22-02-2024 05:11,22-02-2024 05:15,22-02-2024 05:15,2.15,4,Low,Bike
Dublin 15,Dublin 14,28-01-2024 10:06,28-01-2024 10:17,28-01-2024 10:40,28-01-2024 10:35,13.49,4,Low,Bike
Dublin 6,Dublin 12,07-02-2024 18:20,07-02-2024 18:35,07-02-2024 18:48,07-02-2024 18:48,3.33,2,Medium,Van
Dublin 14,Dublin 1,14-02-2024 20:50,14-02-2024 21:00,14-02-2024 21:14,14-02-2024 21:15,4.73,1,Low,Van
Dublin 11,Dublin 9,12-01-2024 04:11,12-01-2024 04:26,12-01-2024 04:34,12-01-2024 04:34,3.85,5,Low,Bike
Dublin 1,Dublin 12,18-02-2024 08:48,18-02-2024 08:52,18-02-2024 09:05,18-02-2024 09:06,5.64,3,Medium,Bike
Dublin 14,Dublin 8,16-02-2024 23:06,16-02-2024 23:10,16-02-2024 23:34,16-02-2024 23:35,5.81,4,High,Car
Dublin 9,Dublin 12,20-01-2024 17:27,20-01-2024 17:34,20-01-2024 18:11,20-01-2024 18:09,9.63,4,High,Bike
Dublin 1,Dublin 8,25-01-2024 05:02,25-01-2024 05:12,25-01-2024 05:17,25-01-2024 05:18,2.09,5,Low,Bike
Dublin 1,Dublin 6,12-01-2024 01:05,12-01-2024 01:19,12-01-2024 01:28,12-01-2024 01:27,4.16,4,Medium,Car
Dublin 11,Dublin 8,23-01-2024 16:44,23-01-2024 16:56,23-01-2024 17:19,23-01-2024 17:19,6.34,2,High,Car
Dublin 9,Dublin 15,16-02-2024 01:53,16-02-2024 02:07,16-02-2024 02:31,16-02-2024 02:29,10.08,1,Low,Bike
Dublin 1,Dublin 14,21-02-2024 11:38,21-02-2024 11:49,21-02-2024 12:07,21-02-2024 12:08,6.08,2,Medium,Car
Dublin 6,Dublin 1,19-01-2024 12:41,19-01-2024 12:44,19-01-2024 13:03,19-01-2024 13:04,3.85,6,High,Car
Dublin 9,Dublin 11,01-01-2024 19:05,01-01-2024 19:19,01-01-2024 19:31,01-01-2024 19:30,4.21,2,Medium,Car
Dublin 15,Dublin 1,12-01-2024 15:18,12-01-2024 15:30,12-01-2024 16:05,12-01-2024 16:05,10.73,1,Medium,Van
Dublin 1,Dublin 4,25-02-2024 14:07,25-02-2024 14:17,25-02-2024 14:27,25-02-2024 14:28,3.73,2,Medium,Bike
Dublin 1,Dublin 15,16-01-2024 08:44,16-01-2024 08:59,16-01-2024 09:17,16-01-2024 09:17,10.85,1,Low,Bike
Dublin 8,Dublin 1,23-01-2024 14:49,23-01-2024 14:50,23-01-2024 14:54,23-01-2024 14:54,1.56,3,Medium,Bike
Dublin 9,Dublin 8,06-01-2024 19:20,06-01-2024 19:33,06-01-2024 19:45,06-01-2024 19:44,5.89,0,Low,Van
Dublin 1,Dublin 2,14-01-2024 14:52,14-01-2024 15:06,14-01-2024 15:12,14-01-2024 15:12,1.87,3,High,Bike
Dublin 14,Dublin 9,01-01-2024 17:33,01-01-2024 17:34,01-01-2024 17:57,01-01-2024 17:55,9.07,4,Low,Car
Dublin 14,Dublin 4,04-01-2024 21:09,04-01-2024 21:22,04-01-2024 21:32,04-01-2024 21:32,3.81,3,High,Van
Dublin 4,Dublin 1,28-01-2024 17:26,28-01-2024 17:35,28-01-2024 17:45,28-01-2024 17:45,3.63,3,High,Bike
Dublin 6,Dublin 1,01-02-2024 21:08,01-02-2024 21:13,01-02-2024 21:21,01-02-2024 21:20,3.38,1,Medium,Bike
Dublin 14,Dublin 9,10-02-2024 16:45,10-02-2024 16:58,10-02-2024 17:24,10-02-2024 17:21,8.09,2,High,Van
Dublin 15,Dublin 14,15-01-2024 00:28,15-01-2024 00:33,15-01-2024 01:28,15-01-2024 01:42,14.44,2,High,Car
Dublin 6,Dublin 14,10-01-2024 21:19,10-01-2024 21:25,10-01-2024 21:34,10-01-2024 21:33,2.6,4,High,Car
Dublin 6,Dublin 14,13-01-2024 21:38,13-01-2024 21:45,13-01-2024 21:54,13-01-2024 21:54,3.39,0,High,Car
Dublin 2,Dublin 14,01-02-2024 13:56,01-02-2024 13:59,01-02-2024 14:13,01-02-2024 14:13,3.79,1,High,Car
Dublin 11,Dublin 14,18-02-2024 04:57,18-02-2024 05:08,18-02-2024 05:38,18-02-2024 05:38,10.29,3,Medium,Bike
Dublin 1,Dublin 6,06-01-2024 05:10,06-01-2024 05:25,06-01-2024 05:33,06-01-2024 05:32,3.04,3,Medium,Car
Dublin 15,Dublin 9,28-01-2024 22:38,28-01-2024 22:43,28-01-2024 23:11,28-01-2024 23:16,10.25,5,Medium,Bike
Dublin 9,Dublin 1,28-01-2024 02:37,28-01-2024 02:46,28-01-2024 02:53,28-01-2024 02:53,2.95,4,Medium,Bike
Dublin 9,Dublin 1,16-02-2024 19:01,16-02-2024 19:11,16-02-2024 19:20,16-02-2024 19:21,3.93,1,Low,Car
Dublin 8,Dublin 1,22-01-2024 22:26,22-01-2024 22:41,22-01-2024 22:45,22-01-2024 22:46,1.56,2,Medium,Van
Dublin 15,Dublin 9,01-02-2024 21:18,01-02-2024 21:31,01-02-2024 21:54,01-02-2024 22:01,10,2,Medium,Car
Dublin 6,Dublin 9,31-01-2024 14:39,31-01-2024 14:48,31-01-2024 15:04,31-01-2024 15:04,7.44,1,Medium,Car
Dublin 4,Dublin 12,10-02-2024 06:13,10-02-2024 06:26,10-02-2024 06:47,10-02-2024 06:48,7.67,2,Medium,Van
Dublin 12,Dublin 8,04-02-2024 04:52,04-02-2024 05:02,04-02-2024 05:16,04-02-2024 05:15,3.85,6,High,Van
Dublin 2,Dublin 4,21-01-2024 01:39,21-01-2024 01:48,21-01-2024 01:53,21-01-2024 01:53,2.16,3,Medium,Car
Dublin 6,Dublin 12,24-02-2024 14:16,24-02-2024 14:24,24-02-2024 14:42,24-02-2024 14:41,4.66,2,Medium,Bike
Dublin 8,Dublin 9,03-02-2024 11:34,03-02-2024 11:44,03-02-2024 12:02,03-02-2024 12:05,5.56,1,High,Bike
Dublin 11,Dublin 12,25-01-2024 11:13,25-01-2024 11:28,25-01-2024 11:45,25-01-2024 11:42,8.33,4,Medium,Car
Dublin 4,Dublin 6,21-02-2024 15:17,21-02-2024 15:23,21-02-2024 15:33,21-02-2024 15:31,4.11,1,Medium,Car
Dublin 4,Dublin 9,03-02-2024 11:12,03-02-2024 11:22,03-02-2024 11:33,03-02-2024 11:34,6.86,2,Low,Van
Dublin 12,Dublin 11,10-02-2024 23:56,11-02-2024 00:01,11-02-2024 00:18,11-02-2024 00:19,7.83,6,Medium,Bike
